player.jumperNumber,player.photoURL,player.player.player.playerId,player.playerJumperNumber,team,position,dateOfBirth,draftYear,heightInCm,recruitedFrom,debutYear,draftType,draftPosition,PositionCoded,ID,First.name,Surname,Games,Goals,Brownlow.Votes,name,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032053.png,CD_I1032053,17,Port Adelaide,KEY_FORWARD,16/05/2006,2024,200,Shepparton FNC/Murray U18,,nationalDraft,33,Forward,13259,Jack,Whitlock,4,4,0,Jack Whitlock,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020371.png,CD_I1020371,34,West Coast Eagles,KEY_FORWARD,01/12/2003,2021,198,Rossmoyne (WA)/East Fremantle (WAFL),2025,nationalDraft,57,Forward,12962,Jack,Williams,42,37,0,Jack Williams,,,
43,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1021152.png,CD_I1021152,43,Richmond,KEY_FORWARD,04/06/2002,,192,,,,,Forward,13079,Jacob,Bauer,12,11,0,Jacob Bauer,,,
41,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023530.png,CD_I1023530,41,North Melbourne,MEDIUM_FORWARD,09/11/2004,2022,177,Drouin (Vic)/Gippsland U18/Sydney Swans,2025,nationalDraft,20,Forward,13186,Jacob,Konstanty,23,11,0,Jacob Konstanty,,,
46,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1022486.png,CD_I1022486,46,West Coast Eagles,KEY_FORWARD,20/03/2006,2025,178,Norwood (SANFL)/West Coast (WAFL),,other,9,Forward,13267,Jacob,Newton,2,1,0,Jacob Newton,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1018123.png,CD_I1018123,29,Gold Coast SUNS,MEDIUM_FORWARD,02/03/2005,2023,172,Broadbeach JAFC (Qld)/Broadbeach AFC (Qld),2025,nationalDraft,14,Forward,13126,Jake,Rogers,18,6,0,Jake Rogers,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028537.png,CD_I1028537,29,Richmond,MEDIUM_FORWARD,17/12/2006,2024,183,Warraful FNC/Oakleigh U18,,nationalDraft,58,Forward,13242,Jasper,Alger,4,2,0,Jasper Alger,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023736.png,CD_I1023736,4,Gold Coast SUNS,KEY_FORWARD,08/06/2005,2023,195,Palm Beach Currumbin JAFC (Qld)/Palm Beach Currumbin AFC (Qld),,nationalDraft,3,Forward,13114,Jed,Walter,30,29,0,Jed Walter,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029589.png,CD_I1029589,18,Sydney Swans,MEDIUM_FORWARD,07/08/2006,2024,180,Ivanhoe JFC/Northern U18,,nationalDraft,22,Forward,13260,Jesse,Dattoli,3,0,0,Jesse Dattoli,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1031913.png,CD_I1031913,35,West Coast Eagles,KEY_FORWARD,02/08/2006,2024,195,Moama FC/Bendigo U18,,nationalDraft,30,Forward,13247,Jobe,Shanahan,9,12,0,Jobe Shanahan,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028529.png,CD_I1028529,5,Port Adelaide,MEDIUM_FORWARD,18/04/2006,2024,180,Wangaratta FNC/Murray U18,2025,nationalDraft,15,Forward,13188,Joe,Berry,12,3,0,Joe Berry,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008239.png,CD_I1008239,35,Port Adelaide,MEDIUM_FORWARD,23/11/1999,2022,177,Wangaratta Imperials (Vic)/Murray U18/Wangaratta (Vic)/Collingwood,2025,nationalDraft,48,Forward,13139,Joe,Richards,31,21,0,Joe Richards,,,
26,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028498.png,CD_I1028498,26,Richmond,KEY_FORWARD,01/02/2006,2024,195,Redan FNC/GWV Rebels U18,,nationalDraft,14,Forward,13214,Jonty,Faull,16,9,0,Jonty Faull,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013996.png,CD_I1013996,16,Western Bulldogs,KEY_FORWARD,12/05/2005,2023,201,Maribyrnong Park (Vic)/Calder Cannons U18,2025,fatherSon,15,Forward,13265,Jordan,Croft,2,4,0,Jordan Croft,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029030.png,CD_I1029030,38,GWS GIANTS,MEDIUM_FORWARD,01/07/2006,2024,176,GWS Giants Academy,,other,,Forward,13222,Josaia,Delana,3,0,0,Josaia Delana,,,
26,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1034235.png,CD_I1034235,26,Western Bulldogs,MEDIUM_FORWARD,11/11/2006,2024,177,Beaumaris JFC/Sandringham U18,2025,nationalDraft,31,Forward,13179,Josh,Dolan,11,1,0,Josh Dolan,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013201.png,CD_I1013201,29,Essendon,MEDIUM_FORWARD,28/10/2002,2022,180,North Hobart (Tas)/South Adelaide (SANFL),2022,other,15,Forward,13017,Jye,Menzie,47,36,0,Jye Menzie,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023640.png,CD_I1023640,12,Melbourne,MEDIUM_FORWARD,28/06/2005,2023,186,Newtown Condingup Football Club (WA)/Subiaco (WAFL),2024,nationalDraft,13,Forward,13123,Koltyn,Tholstrup,19,8,0,Koltyn Tholstrup,,,
39,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029304.png,CD_I1029304,39,Gold Coast SUNS,MEDIUM_FORWARD,24/11/2006,2024,187,Gold Coast Suns Academy,2025,other,,Forward,13272,Lachlan,Gulbin,1,0,0,Lachlan Gulbin,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000998.png,CD_I1000998,4,Adelaide Crows,MEDIUM_FORWARD,04/12/1998,2017,178,Diamond Ck (Vic)/Ivanhoe Gram (Vic)/Northern U18/Adel (SANFL),2018,rookieElevation,38,Forward,12585,Lachlan,Murphy,120,75,0,Lachlan Murphy,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998480.png,CD_I998480,33,Collingwood,MEDIUM_FORWARD,25/09/1997,2023,180,Port Melbourne (VFL)/Footscray (VFL),,preseason,,Forward,13133,Lachlan,Sullivan,24,8,0,Lachlan Sullivan,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017959.png,CD_I1017959,4,St Kilda,MEDIUM_FORWARD,26/03/2005,2023,185,North Beach JFC (WA)/Subiaco (WAFL),2024,nationalDraft,28,Forward,13109,Lance,Collard,15,8,0,Lance Collard,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029301.png,CD_I1029301,30,Gold Coast SUNS,MEDIUM_FORWARD,05/10/2006,2024,178,Burleigh Bombers AFC/Gold Coast Suns Academy,,nationalDraft,9,Forward,13232,Leo,Lombard,4,1,0,Leo Lombard,,,
37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1022383.png,CD_I1022383,37,Richmond,KEY_FORWARD,22/04/2005,2023,197,Pooraka (Adelaide Footy League) (SA)/Central District (SANFL),2025,nationalDraft,43,Forward,13200,Liam,Fawcett,1,1,0,Liam Fawcett,,,
48,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012842.png,CD_I1012842,48,Essendon,KEY_FORWARD,02/05/2002,2020,198,Eltham (Vic)/Northern U18/Collingwood/Carlton (VFL)/Essendon (VFL),,nationalDraft,31,Forward,13255,Liam,McMahon,7,12,0,Liam McMahon,,,
37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029136.png,CD_I1029136,37,West Coast Eagles,MEDIUM_FORWARD,17/05/2006,2024,172,Mines Rovers/Subiaco (WAFL),,other,,Forward,13250,Malakai,Champion,2,0,0,Malakai Champion,,,
41,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005986.png,CD_I1005986,41,Gold Coast SUNS,MEDIUM_FORWARD,27/06/2001,2025,180,"NT Thunder, Darwin Buffaloes/SUNS Academy/Gold Coast",,other,,Forward,12903,Malcolm,Rosas,49,46,0,Malcolm Rosas,,,
21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023486.png,CD_I1023486,21,Melbourne,KEY_FORWARD,08/03/2004,2022,195,Ashburton (Vic) /Wesley College (Vic)/Oakleigh U18,,nationalDraft,15,Forward,13182,Matthew,Jefferson,7,4,0,Matthew Jefferson,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027921.png,CD_I1027921,35,GWS GIANTS,KEY_FORWARD,21/07/2004,2022,192,Surrey Park (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,2025,nationalDraft,22,Forward,13158,Max,Gruzewski,11,13,0,Max Gruzewski,,,
42,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015886.png,CD_I1015886,42,St Kilda,KEY_FORWARD,24/10/2002,2021,204,Beaumaris (Vic)/Xavier College (Vic)/Sandringham U18/St Kilda,2025,other,7,Forward,13254,Max,Heath,4,3,0,Max Heath,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027965.png,CD_I1027965,38,Hawthorn,KEY_FORWARD,19/04/2003,2022,203,South Melbourne Districts (Vic)/Melbourne Grammar (Vic)/Sandringham U18,2024,other,6,Forward,13058,Max,Ramsden,9,5,0,Max Ramsden,,,
42,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008747.png,CD_I1008747,42,Richmond,KEY_FORWARD,22/06/1998,2023,195,Casey Demons (VFL)/Richmond (VFL),2024,preseason,,Forward,13113,Mykelti,Lefau,11,14,0,Mykelti Lefau,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027899.png,CD_I1027899,30,Essendon,KEY_FORWARD,14/07/2005,2023,193,Yarrambat JFC (Vic)/Northern Knights U18,2025,nationalDraft,10,Forward,13148,Nate,Caddy,27,29,0,Nate Caddy,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023496.png,CD_I1023496,13,West Coast Eagles,MEDIUM_FORWARD,23/08/2004,2022,179,Echuca (Vic)/Geelong Grammer (Vic)/Bendigo U18,2024,nationalDraft,58,Forward,13037,Noah,Long,36,12,0,Noah Long,,,
21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020881.png,CD_I1020881,21,Geelong Cats,MEDIUM_FORWARD,15/09/2002,2023,180,Barwon Heads,,nationalDraft,61,Forward,13217,Oliver,Wiltshire,2,1,0,Oliver Wiltshire,,,
47,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027644.png,CD_I1027644,47,Essendon,MEDIUM_FORWARD,26/10/2005,2025,180,Bendigo U18/Essendon (VFL),2025,other,17,Forward,13252,Oskar,Smartt,4,0,0,Oskar Smartt,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002947.png,CD_I1002947,25,North Melbourne,MEDIUM_FORWARD,04/03/2003,2021,185,Keilor (Vic)/Western U18,2023,nationalDraft,35,Forward,12975,Paul,Curtis,78,97,0,Paul Curtis,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008478.png,CD_I1008478,7,Richmond,MEDIUM_FORWARD,04/06/2000,2020,180,North Launceston (Tas)/Woodville-West Torrens (SANFL),2025,preseason,,Forward,12883,Rhyan,Mansell,73,50,0,Rhyan Mansell,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032023.png,CD_I1032023,38,Essendon,MEDIUM_FORWARD,11/10/2006,2024,179,Cobden FNC/GWV Rebels U18,,nationalDraft,61,Forward,13264,Rhys,Unwin,3,1,0,Rhys Unwin,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028491.png,CD_I1028491,22,Richmond,MEDIUM_FORWARD,30/08/2006,2024,188,Bacchus Marsh FNC/GWV Rebels U18,,nationalDraft,1,Forward,13190,Sam,Lalor,11,11,0,Sam Lalor,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023275.png,CD_I1023275,44,Richmond,MEDIUM_FORWARD,29/12/2004,2022,182,Burnie (Tas)/North Launceston (Tas)/Tasmania U18,2024,rookieElevation,12,Forward,13100,Seth,Campbell,43,38,0,Seth Campbell,,,
48,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023056.png,CD_I1023056,48,Richmond,MEDIUM_FORWARD,09/01/2004,2022,179,Brookton Pingelly (WA)/South Fremantle (WAFL),2023,nationalDraft,55,Forward,13145,Steely,Green,25,16,0,Steely Green,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032106.png,CD_I1032106,24,Richmond,MEDIUM_FORWARD,17/06/2006,2024,183,Hampton Rovers AFC/Sandringham U18,,nationalDraft,12,Forward,13253,Taj,Hotton,7,3,0,Taj Hotton,,,
45,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1018323.png,CD_I1018323,45,Essendon,KEY_FORWARD,20/05/2000,2024,191,Royals/Swan Districts (WAFL),2025,preseason,,Forward,12835,Tom,Edwards,2,3,0,Tom Edwards,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1018996.png,CD_I1018996,38,Richmond,KEY_FORWARD,12/05/2006,2024,199,Wallan (Vic)/Montmorency/Parade College (Vic)/Northern U18,2025,nationalDraft,28,Forward,12537,Tom,Sims,11,4,0,Tom Sims,,,
37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1022371.png,CD_I1022371,37,Port Adelaide,MEDIUM_FORWARD,27/01/2006,2024,183,Port District/Central District (SANFL),,rookieElevation,13,Forward,12674,Tom,Cochrane,3,2,0,Tom Cochrane,,,
40,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027687.png,CD_I1027687,40,Sydney Swans,MEDIUM_FORWARD,31/05/2005,2024,179,Gippsland U18,2025,other,14,Forward,11898,Tom,Hanily,8,6,0,Tom Hanily,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013511.png,CD_I1013511,10,West Coast Eagles,MEDIUM_FORWARD,22/11/2002,2020,180,Wembley Downs (WA)/Subiaco (WAFL)/Hawthorn,2021,nationalDraft,46,Forward,12858,Tyler,Brockman,56,38,0,Tyler Brockman,,,
26,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1026960.png,CD_I1026960,26,Gold Coast SUNS,MEDIUM_FORWARD,27/07/2005,2023,186,Palm Beach Currumbin JAFC (Qld)/Palm Beach Currumbin AFC (Qld),2024,nationalDraft,26,Forward,13120,Will,Graham,25,18,0,Will Graham,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029405.png,CD_I1029405,28,Brisbane Lions,MEDIUM_FORWARD,13/04/2005,2024,185,Geelong U18,,other,6,Forward,13162,Will,McLachlan,6,3,0,Will McLachlan,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027713.png,CD_I1027713,38,Carlton,MEDIUM_FORWARD,18/03/2004,2024,179,South Warrnambool/Carlton (VFL),2025,preseason,,Forward,12567,Will,White,14,10,0,Will White,,,
39,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032922.png,CD_I1032922,39,Collingwood,MEDIUM_FORWARD,16/05/2006,2024,180,Subiaco JFC/Claremont (WAFL),,nationalDraft,56,Forward,12695,Will,Hayes,2,1,0,Will Hayes,,,
45,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020930.png,CD_I1020930,45,North Melbourne,MEDIUM_FORWARD,21/01/2003,2025,173,Werribee (VFL)/North Melbourne (VFL),,other,2,Forward,13256,Zac,Banch,4,1,0,Zac Banch,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023494.png,CD_I1023494,7,North Melbourne,MEDIUM_FORWARD,28/08/2005,2023,190,Foster Secondary College/Foster FNC/Gippsland Power U18,2024,nationalDraft,4,Forward,13106,Zane,Duursma,23,13,0,Zane Duursma,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1019038.png,CD_I1019038,5,GWS GIANTS,KEY_FORWARD,03/03/2004,2022,195,Darley (Vic)/GWV U18,2024,nationalDraft,1,Forward,13054,Aaron,Cadman,59,80,,Aaron Cadman,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/990816.png,CD_I990816,10,Sydney Swans,KEY_FORWARD,10/08/1997,2024,192,Loxton North (SA)/West Adelaide (SANFL)/Essendon,2016,rookieElevation,32,Forward,12467,Aaron,Francis,84,18,,Aaron Francis,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002404.png,CD_I1002404,33,Western Bulldogs,KEY_FORWARD,30/11/1999,2017,196,Rockingham (WA)/Peel Thunder (WAFL),2018,nationalDraft,9,Forward,12594,Aaron,Naughton,166,286,,Aaron Naughton,,,
39,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1016268.png,CD_I1016268,39,Carlton,MEDIUM_FORWARD,17/12/1996,2022,187,Newtown &amp; Chilwell (Vic)/Carlton (VFL),2023,preseason,,Forward,13055,Alex,Cincotta,40,12,,Alex Cincotta,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296420.png,CD_I296420,28,Adelaide Crows,MEDIUM_FORWARD,09/01/1996,2014,182,Plympton (SA)/Glenelg (SANFL)/Melbourne,2017,nationalDraft,40,Forward,12367,Alex,Neal-Bullen,201,133,,Alex Neal-Bullen,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015873.png,CD_I1015873,16,Essendon,MEDIUM_FORWARD,26/03/2002,2020,188,Old Brighton (Vic)/Brighton Grammar (Vic)/Sandringham U18,2021,nationalDraft,9,Forward,12879,Archie,Perkins,101,65,,Archie Perkins,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012826.png,CD_I1012826,16,Melbourne,MEDIUM_FORWARD,24/03/2002,2020,179,Beverley Hills (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,2021,nationalDraft,22,Forward,13032,Bailey,Laurie,12,2,,Bailey Laurie,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1001438.png,CD_I1001438,31,Melbourne,MEDIUM_FORWARD,06/12/1996,2017,188,Coldstream (Vic)/Casey (VFL),2018,nationalDraft,31,Forward,12598,Bayley,Fritsch,171,288,,Bayley Fritsch,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004757.png,CD_I1004757,31,Collingwood,MEDIUM_FORWARD,19/04/2001,2020,186,Cove (SA)/South Adelaide (SANFL),2022,nationalDraft,44,Forward,12876,Beau,McCreery,96,58,,Beau McCreery,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998130.png,CD_I998130,9,Gold Coast SUNS,MEDIUM_FORWARD,10/02/1998,2016,178,Morwell (Vic)/Gippsland U18/Gold Coast,2017,nationalDraft,4,Forward,12498,Ben,Ainsworth,158,137,,Ben Ainsworth,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993946.png,CD_I993946,2,Adelaide Crows,MEDIUM_FORWARD,23/02/1997,2019,185,Morningside (Qld)/Redland (NEAFL)/Brisbane,2016,rookieElevation,7,Forward,12434,Ben,Keays,161,128,,Ben Keays,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006144.png,CD_I1006144,34,Gold Coast SUNS,KEY_FORWARD,07/07/2000,2018,202,East Sandr (Vic)/Old Haileybury (Vic)/H'bury Coll (Vic)/Sandr U18,2019,nationalDraft,6,Forward,12728,Ben,King,120,255,,Ben King,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993917.png,CD_I993917,22,Gold Coast SUNS,MEDIUM_FORWARD,21/08/1997,2016,186,St Marys (NT)/NT Thunder (NEAFL)/Melb Grammar (Vic)/Northern U18/Foots (VFL)/St Kilda,2017,nationalDraft,25,Forward,12521,Ben,Long,135,102,,Ben Long,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006148.png,CD_I1006148,23,Collingwood,MEDIUM_FORWARD,09/02/2000,2018,175,Northam Barons (WA)/Perth (WAFL)/GWS,2020,nationalDraft,24,Forward,12744,Bobby,Hill,102,117,,Bobby Hill,,,
45,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/999326.png,CD_I999326,45,Geelong Cats,MEDIUM_FORWARD,30/07/1998,2019,183,North Gambier (SA)/Glenelg (SANFL),2020,rookieElevation,14,Forward,12806,Brad,Close,128,109,,Brad Close,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013133.png,CD_I1013133,16,Sydney Swans,MEDIUM_FORWARD,04/02/2002,2020,181,Pennant Hills (NSW),2021,nationalDraft,5,Forward,12863,Braeden,Campbell,94,32,,Braeden Campbell,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002251.png,CD_I1002251,16,GWS GIANTS,MEDIUM_FORWARD,09/03/1999,2017,172,Nyah-Nyah West United (Vic)/Geelong Gram (Vic)/Bendigo U18,2019,nationalDraft,27,Forward,12656,Brent,Daniels,112,72,,Brent Daniels,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009241.png,CD_I1009241,17,Carlton,KEY_FORWARD,01/05/2001,2019,192,Echuca (Vic)/Geelong Grammar (Vic)/Bendigo U18,2024,nationalDraft,17,Forward,12937,Brodie,Kemp,49,14,,Brodie Kemp,,,
41,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291849.png,CD_I291849,41,Collingwood,KEY_FORWARD,04/02/1993,2025,192,Burnie (Tas)/Tas U18/Maribyrnong Pk (Vic)/Werribee (VFL)/Port Melbourne (VFL)/Collingwood,2018,other,,Forward,12639,Brody,Mihocek,159,267,,Brody Mihocek,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298437.png,CD_I298437,4,Brisbane Lions,MEDIUM_FORWARD,09/10/1997,2015,182,Kelmscott (WA)/South Fremantle (WAFL)/Gold Coast/Brisbane,2016,nationalDraft,8,Forward,12414,Callum,Ah Chee,170,99,,Callum Ah Chee,,,
46,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1014038.png,CD_I1014038,46,GWS GIANTS,MEDIUM_FORWARD,15/08/2000,2018,188,County Derry (Ireland),2024,other,,Forward,12910,Callum,Brown,64,67,,Callum Brown,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032100.png,CD_I1032100,35,Hawthorn,KEY_FORWARD,04/08/2005,2023,195,Beaumaris FC (Vic)/Sandringham Dragons U18,,fatherSon,56,Forward,13135,Calsher,Dear,26,35,,Calsher Dear,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002235.png,CD_I1002235,16,Brisbane Lions,MEDIUM_FORWARD,21/10/1999,2017,187,Hillside (Vic)/PEGS (Vic)/Western U18,2018,nationalDraft,1,Forward,12592,Cam,Rayner,168,172,,Cam Rayner,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/990609.png,CD_I990609,23,Brisbane Lions,MEDIUM_FORWARD,05/07/1994,2014,180,Newman Saints (WA)/Swan Districts (WAFL)/Adelaide,2014,rookieElevation,,Forward,12277,Charlie,Cameron,255,440,,Charlie Cameron,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/996731.png,CD_I996731,30,Carlton,KEY_FORWARD,03/02/1997,2015,194,Torquay (Vic)/Geelong U18/Carlton,2016,nationalDraft,12,Forward,12421,Charlie,Curnow,149,313,,Charlie Curnow,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002282.png,CD_I1002282,9,Melbourne,MEDIUM_FORWARD,25/11/1999,2017,172,Albury (NSW)/Murray U18/Melbourne,2019,nationalDraft,29,Forward,12622,Charlie,Spargo,108,64,,Charlie Spargo,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008454.png,CD_I1008454,35,Gold Coast SUNS,MEDIUM_FORWARD,06/04/2001,2025,175,Labrador (Qld)/Gold Coast (NEAFL)/Gold Coast,2020,other,,Forward,12769,Connor,Budarick,55,7,,Connor Budarick,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017094.png,CD_I1017094,31,Hawthorn,MEDIUM_FORWARD,13/01/2003,2021,185,Doveton (Vic)/Haileybury College (Vic)/Dandenong U18,2022,nationalDraft,26,Forward,12954,Connor,Macdonald,90,71,,Connor Macdonald,,,
26,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/997846.png,CD_I997846,26,Brisbane Lions,MEDIUM_FORWARD,28/03/1996,2016,184,Eglish/Tyrone (Ireland)/Essendon,2015,rookieElevation,,Forward,12391,Conor,McKenna,128,29,,Conor McKenna,,,
43,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1018018.png,CD_I1018018,43,St Kilda,KEY_FORWARD,25/07/2000,2021,193,Leeton-Whitton (NSW)/Balwyn (Vic)/Oak U18/W-W Torrens (SANFL),2022,other,21,Forward,12929,Cooper,Sharman,70,80,,Cooper Sharman,,,
